"band","species","beak_length","beak_depth","beak_width","recaptures"
"1973SK","fuliginosa",8.82,7.35,7.29,0
"2019SK","fuliginosa",9.18,7.15,6.98,0
"203","fortis large",13.76,14.885,12.755,1
"2059SK","fuliginosa",8.68,6.87,6.82,0
"57649","fuliginosa",8.71,6.84,6.81,0
"632","fuliginosa",8.55,6.66,6.41,0
"633","fuliginosa",8.15,7.01,6.43,0
"645","fuliginosa",8.66666666666667,6.92333333333333,6.46,5
"714SK","fuliginosa",8.97,7.47,7.15,0
"AH0001","fortis large",13.69,11.43,12.36,0
"AH0002","scandens",14.35,8.41,7.86,0
"AH0003","fuliginosa",8.85,6.87,6.69,0
"AH0005","fuliginosa",9.37,7.68,7.13,0
"AH0007","fortis small",10.78,9.87,8.59,0
"AH0011","scandens",14.97,8.19,7.43,0
"AH0013","scandens",11.64,7.48,12.12,0
"AH0014","scandens",12.87,7.79,7.68,0
"AH0015","fortis large",12.915,12.885,11.03,0
"AH0016","fortis large",12.52,13.23,10.475,0
"AH0017","fortis large",12.63,11.95,10.58,0
"AH0018","scandens",14.34,8.59,8.01,0
"AH0019","fortis large",12.53,12.17,10.9,0
"AH0020","scandens",14.28,8.71,8.28,0
"AH0021","scandens",13.95,8.88,8.13,0
"AH0022","fortis small",12.62,11.64,9.55,0
"AH0024","fortis small",10.77,12.1,10.23,0
"AH0025","fortis large",13.08,12.12,10.69,0
"AH0026","fortis large",13.66,14.62,12.18,0
"AH0027","fortis small",11.55,9.9,9.27,0
"AH0028","fortis small",11.81,9.36,8.65,0
"AH0029","fortis large",12.945,11.99,10.4,0
"AH0030","fortis large",13.78,13.03,11.03,0
"AH0031","fortis small",11.26,9.77,9.4,0
"AH0033","fortis small",11.18,10.16,9.53,0
"AH0034","scandens",14.72,8.74,8.19,0
"AH0035","scandens",14.41,8.47,7.75,0
"AH0036","fortis small",12,11.57,10.21,0
"AH0037","fortis small",11.07,10.23,9.2,0
"AH0038","fortis small",11.41,8.39,8.48,0
"AH0039","fortis small",11.83,10.81,9.68,0
"AH0041","fortis large",14.54,13.74,11.23,0
"AH0042","fortis small",10.69,10.26,8.98,0
"AH0043","fortis large",13.1866666666667,12.7333333333333,10.86,0
"AH0044","scandens",16.1,8.73,8.17,0
"AH0045","fortis small",12.38,10.14,9.45,0
"AH0048","scandens",14.62,9.91,8.6,0
"AH0049","fortis small",11.87,11.0866666666667,10.0133333333333,0
"AH0050","fortis large",12.665,12.05,10.475,0
"AH0051","fortis large",13.85,14.05,12.3,0
"AH0052","scandens",14.94,7.93,9.28,0
"AH0054","fortis large",13.8,13.6,11.53,0
"AH0056","scandens",13.41,8.78,8.33,0
"AH0057","fortis small",11.515,9.925,9.005,0
"AH0068","magnirostris",14.5,14.46,13.07,0
"AH0069","fortis large",11.92,11.84,10.65,0
"AH0070","fortis large",12.95,12.63,10.6,0
"AH0071","scandens",14.46,8.46,8.09,0
"AH0072","scandens",14.28,8.34,7.8,0
"AH0073","fortis small",11.44,9.72,8.71,0
"AH0074","scandens",12,8.8,8.46,0
"AH0075","fortis large",12.55,11.95,10.56,0
"AH0076","fortis small",12.09,10.75,10.07,0
"AH0077","fortis large",13.41,12.78,11.5,0
"AH0078","fortis large",12.64,13.86,11.47,0
"AH0079","fortis small",11.6,10.53,8.97,0
"AH0081","fortis small",11.73,10.58,9.26,0
"AH0082","fortis small",11.92,10.05,8.81,0
"AH0083","scandens",14.06,8.25,7.86,0
"AH0084","fortis small",12.99,10.45,9.55,0
"AH0085","fortis large",13.27,14.33,11.37,0
"AH0086","fortis small",11.43,10.21,9.36,0
"AH0088","fortis small",12.45,10.23,9.36,0
"AH0089","scandens",13.72,8.555,8.075,0
"AH0092","fortis small",11.25,10.44,8.99,0
"AH0094","fortis small",10.76,9.63,9.61,0
"AH0096","fortis small",12.67,11.03,9.76,0
"AH0097","fortis small",11.635,10.39,9.065,0
"AH0098","fortis small",12.65,10.47,9.03,0
"AH0099","scandens",13.48,8.48,7.97,0
"HS816","fortis small",11.55,10.3,9.59,0
"JP002","fuliginosa",8.39,6.9,6.5,0
"JP003","fuliginosa",7.98,6.955,6.41,5
"JP005","fuliginosa",8.45,6.98,6.77,0
"JP006","fuliginosa",8.5,7.14,6.99,0
"JP007","fuliginosa",9.13,7.7,7.13,0
"JP008","fuliginosa",7.23,6.5,6.65,0
"JP009","fuliginosa",8.19,6.67,6.68,0
"JP012","fuliginosa",8.23,7.48,6.74,0
"JP013","fuliginosa",8.16,6.93,6.97,0
"JP014","fuliginosa",7.96,6.82,6.49,0
"JP016","fuliginosa",8.305,6.94,6.73,1
"JP017","fuliginosa",8.19,7.51,6.67,0
"JP018","fuliginosa",8.58,7.05,6.37,0
"JP019","fuliginosa",8.95,7.28,6.82,0
"JP020","fuliginosa",8.98,7.61,7.09,0
"JP021","fuliginosa",8.68,7.7,7.2,0
"JP022","fuliginosa",8.88,7.28,6.76,0
"JP023","fuliginosa",7.33,7.09,7.06,0
"JP025","fuliginosa",8.43,7.23,6.4,0
"JP026","fuliginosa",9.02,7.215,6.79,3
"JP027","fuliginosa",8.99,8.03,7.39,0
"JP028","fuliginosa",9.02,7.11,6.81,0
"JP029","fuliginosa",7.97,7.2,6.7,0
"JP033","fuliginosa",8.26,6.76,6.54,0
"JP034","fuliginosa",9.08,7.62,7.38,0
"JP035","fuliginosa",8.565,7.275,7.05,1
"JP036","fuliginosa",8.35,7.19,7.34,0
"JP037","fuliginosa",8.59,7.18,6.83,0
"JP044","fuliginosa",9.01,7.12,6.67,0
"JP046","fuliginosa",8.5,7.24,6.75,0
"JP047","fuliginosa",8.24,7.19,6.46,0
"JP050","fuliginosa",8.73,7.75,7.03,0
"JP051","fuliginosa",8.52,7.36,6.94,0
"JP052","fuliginosa",8.63,7.47,6.94,0
"JP053","fuliginosa",9.05,7.51,6.98,0
"JP055","fuliginosa",8.38,7.43,7.08,0
"JP057","fuliginosa",8.33,7.31,6.91,0
"JP058","fuliginosa",8.05,7.59,6.86,0
"JP063","fuliginosa",8.21,7.01,6.76,0
"JP065","fuliginosa",8.17,7.12,6.75,0
"JP066","fuliginosa",7.92,6.92,6.34,0
"JP067","fuliginosa",8.33,6.99,6.55,0
"JP068","fuliginosa",8.4,7.49,7.15,0
"JP069","fuliginosa",8.08,7.41,6.84,0
"JP070","fuliginosa",9.1,7.11,6.99,0
"JP071","fuliginosa",8.63,7.17,6.61,0
"JP090","fuliginosa",7.32,7.1,6.47,0
"JP091","fuliginosa",7.92,7.27,6.71,0
"JP092","fuliginosa",9.155,7.195,6.845,0
"JP093","fuliginosa",8,6.95,6.71,0
"JP094","fuliginosa",8.54,6.76,6.67,0
"JP1003","fortis small",10.98,10.61,9.81,0
"JP1004","fortis small",11.71,11.61,10.76,0
"JP1005","fortis large",11.86,11.74,10.95,0
"JP1006","scandens",13.66,9.51,8.9,0
"JP101","fuliginosa",7.61,7.1,7.13,0
"JP1010","fortis small",11.2625,10.5625,9.48,3
"JP1011","fortis small",10.86,10.51,8.23,0
"JP1017","fortis small",11.26,11.5,9.52,0
"JP1018","fortis large",12.63,12.99,11.66,0
"JP1019","fortis small",11.03,10.46,9.66,0
"JP102","fuliginosa",9.13,7.41,6.8,0
"JP1020","fortis small",11.0125,10.78,9.1875,3
"JP1021","fortis small",11.335,11.37,9.76,1
"JP1022","fortis small",11.7325,11.26,9.595,5
"JP1023","fortis small",10.7,10.7,9.23,0
"JP1024","fortis small",10.36,10.37,9.32,0
"JP1025","fortis small",10.4,9.47,8.41,0
"JP1026","fortis small",10.92,10.31,8.76,0
"JP1027","fortis large",12.635,12.57,10.435,2
"JP1029","fortis large",13.45,13.76,11.3,0
"JP103","fuliginosa",8.98,7.67,7.31,0
"JP1030","fortis small",11.71,10.95,8.85,0
"JP1031","fortis large",12.82,13.71,12.16,0
"JP1032","fortis small",11.41,9.92,8.35,0
"JP1033","fortis small",11.36,11.09,9.2,0
"JP1035","fortis small",11.925,11.77,9.85,1
"JP1036","fortis large",11.58,11.94,10.68,0
"JP1037","fortis large",13.995,12.365,9.905,1
"JP1038","fortis large",13.48,12.88,11.25,0
"JP1039","fortis large",12.85,12.16,9.82,0
"JP104","fuliginosa",8.71,7.79,7.78,0
"JP1040","fortis small",10.6475,10.335,9.195,3
"JP1041","fortis small",11.12,10.1,9.08,0
"JP1042","fortis small",11.64,10.86,8.92,0
"JP1043","fortis small",12.06,11.13,9.85,0
"JP1044","fortis large",13.75,13.26,11.83,0
"JP1045","fortis small",10.35,10.275,9.195,1
"JP1046","magnirostris",14.6025,15.155,13.785,6
"JP1047","fortis large",13.345,14.19,11.785,1
"JP1048","fortis large",12.67,11.76,10.62,0
"JP1049","fortis small",11.324,10.59,9.284,6
"JP105","fuliginosa",8.9,7.57,7.38,0
"JP1050","fortis small",11.24,11.21,9.35,1
"JP1051","fortis small",11.87,10.61,8.75,1
"JP1052","fortis small",11.205,9.45,8.74,1
"JP1053","fortis large",11.81,12.66,10.85,0
"JP106","fuliginosa",9.33,7.73,7.17,0
"JP1069","fortis small",11.115,10.895,9.73,1
"JP107","fuliginosa",8.76,7.58,7.31,0
"JP1070","fortis small",12.88,11.82,9.35,0
"JP1071","fortis small",11.135,10.295,8.59,2
"JP1072","fortis large",12.9025,13.3325,11.2925,3
"JP1073","fortis small",11.82,10.77,8.9,0
"JP1075","fortis small",12.63,11.1,9.58,0
"JP1076","fortis large",12.5425,13.6175,11.1475,5
"JP1077","fortis small",11.55,11.2,9.17,0
"JP1078","fortis small",12.1,11.34,9.94,0
"JP1079","fortis small",10.85,10.4975,9,2
"JP108","fuliginosa",9.16,7.29,6.96,0
"JP1080","fortis large",13.25,13.7,11.92,1
"JP1081","fortis small",12.2,11.52,9.8,0
"JP1082","fortis large",13.53,13.77,11.4,0
"JP1083","fortis large",13.47,13.16,11.77,0
"JP1084","fortis large",13.185,14.16,12.31,2
"JP1085","fortis small",11.03,10.27,9.07666666666667,3
"JP1086","fortis small",11.55,10.57,9.44,0
"JP1087","fortis small",10.48,8.56,8,0
"JP1088","fortis small",11.57,11.94,10.12,0
"JP1089","fortis large",13.24,12.28,11.08,0
"JP109","fuliginosa",8.64,6.99,6.5,0
"JP1090","fortis large",13.89,13.72,11.57,0
"JP1091","fortis small",12.03,10.06,8.87,0
"JP1092","fortis small",11.74,10.39,8.84,0
"JP1093","fortis small",13,10.3,9.3,0
"JP1094","fortis small",11.6975,10.9025,10.1425,4
"JP1095","fortis small",11.1066666666667,10.4266666666667,9.23,8
"JP1096","fortis small",12.55,11.37,10.16,0
"JP1097","fortis small",11.11,10.44,8.72,0
"JP1098","fortis small",11.235,10.09,8.865,4
"JP1099","fortis large",13.995,15.055,12.89,1
"JP110","fuliginosa",7.89,7.18,7.09,0
"JP111","fuliginosa",9.96,7.74,7.13,0
"JP112","fuliginosa",8.36,7.2,6.97,0
"JP113","fuliginosa",8.1,7.13,6.34,0
"JP114","fuliginosa",8.73,7.83,7.39,0
"JP115","fuliginosa",8.82,7.38,6.73,0
"JP116","fuliginosa",8.7,7.27,6.79,0
"JP1199","fortis small",11.26,9.13,8.69,0
"JP1200","fortis small",10.5214285714286,10.4257142857143,8.87285714285714,6
"JP1201","fortis small",11.6,11.31,10.03,0
"JP121","fuliginosa",9.04,7.66,7.16,0
"JP122","fuliginosa",8.15,7.66,7.11,0
"JP124","fuliginosa",7.97,6.94,6.6,0
"JP126","fuliginosa",8.6,6.74,6.52,1
"JP127","fuliginosa",7.88,6.63,6.83,0
"JP128","fuliginosa",8.48,7.34,6.53,0
"JP129","fuliginosa",8.59,7.06,6.72,0
"JP130","fuliginosa",8.7,7.16,6.8,0
"JP132","fuliginosa",8.09,7.12,6.76,0
"JP133","fuliginosa",8.9,7.49,7.02,0
"JP134","fuliginosa",7.68,7.14,6.78,0
"JP135","fuliginosa",9.18,7.82,6.75,0
"JP1362","fortis large",13.21,12.69,11.06,0
"JP1363","fortis large",14.39,13.66,11.51,0
"JP1364","fortis large",11.86,12.18,10.1,0
"JP1365","fortis large",13.29,12.45,10.97,0
"JP1366","fortis large",14.24,13.24,11.13,0
"JP1367","fortis large",13.77,13.76,11.83,0
"JP1368","fortis small",11.58,9.76,9,0
"JP1370","fortis large",13.15,11.23,10.04,0
"JP1371","fortis small",10.33,9.59,8.75,0
"JP1379","fortis small",11.9066666666667,11.6733333333333,9.94,2
"JP1380","fortis small",11.36,9.85,9.08,0
"JP1381","fortis small",11.64,10.23,9.05,0
"JP1382","fortis small",11.81,10.61,9.71,0
"JP1383","fortis small",11.39,9.29,8.55,0
"JP1384/P554","fortis large",13.0233333333333,12.48,11.18,2
"JP1385","fortis large",13.3,13.15,11.22,0
"JP1386","fortis small",11.3025,10.652,9.536,7
"JP1387","fortis small",12.14,10.45,9.36,0
"JP1388","fortis small",11,8.98,8.79,0
"JP1389","fortis small",11.26,11.24,10.62,0
"JP1390","fortis large",13.08,12.73,11.35,0
"JP1392","fortis small",12.2466666666667,11.4166666666667,9.62666666666667,1
"JP1393","fortis small",11.17,10.27,9.28,0
"JP1394/P703","fortis small",11.8266666666667,10.7166666666667,9.80666666666667,2
"JP1395/P789","fortis small",11.1633333333333,10.5988888888889,9.18473818077778,8
"JP1396","fortis small",10.6966666666667,11.1733333333333,9.66,5
"JP1397","fortis large",13.7,13.29,10.97,0
"JP1398","fortis large",12.755,13.235,10.64,1
"JP1399","fortis small",11.04,10.21,9.135,1
"JP1400","fortis small",11.23,10.22,9.45,0
"JP1402","fortis small",11.505,10.61,9.305,1
"JP1403","magnirostris",14,15.95,13.02,0
"JP1404","magnirostris",14.65,15.43,13.81,0
"JP1405","fortis small",11.59,11.96,9.64,0
"JP1406","fortis large",12.86,13.47,11.05,0
"JP1407","magnirostris",15.77,17.33,14.71,0
"JP1408","fortis small",11.17,10.6,9.37,0
"JP1409","fortis small",11.955,11.645,10.075,3
"JP1410","fortis small",11.7833333333333,9.94333333333333,9.24,5
"JP1411","fortis small",10.27,10.48,8.62,0
"JP1412","fortis small",12.19,10.64,9.45,0
"JP1413","fortis small",12.11,10.59,9.425,2
"JP1414","fortis small",11.09,10.31,8.62,0
"JP1416","fortis small",12.11,11.49,9.67,0
"JP1417","fortis large",13.69,13.57,11.88,0
"JP1418/P722","fortis small",12.06,12.3225,10.4575,3
"JP1419","fortis small",11.54,10.72,9.39,0
"JP1420","fortis large",12.4,12.19,10.1,0
"JP1421","fortis small",12.14,10.22,9.13,0
"JP1422","fortis large",12.73,12.47,10.51,0
"JP1423","fortis small",11.61,10.24,8.49,0
"JP1424","fortis small",11.52,10.79,9.41,0
"JP1425","fortis small",10.8466666666667,11.1333333333333,9.22666666666667,3
"JP1426","fortis small",10.64,10.31,8.94,0
"JP1427","fortis large",12.56,13.03,11.05,0
"JP1428","fortis small",11.68,11.54,9.39,0
"JP1429","magnirostris",14.74,16.32,14.54,0
"JP1430","fortis small",11.52,10.47,8.71,0
"JP1431","fortis small",10.27,10.6283333333333,9.14,4
"JP1432","fortis small",11.11,9.94,9.06,0
"JP1433","fortis small",11.71,11.39,10.1,0
"JP1434","fortis small",11.3933333333333,10.7383333333333,10.1483333333333,4
"JP1435","fortis small",11.13,9.37,8.46,3
"JP1436","fortis small",11.78,10.75,9.17,0
"JP1437","fortis small",10.81,10.97,8.74,0
"JP1438","fortis small",11.67,10.1666666666667,8.5,4
"JP1439","fortis small",10.34,10.55,8.78,0
"JP1440","fortis small",12.18,10.66,9.21,0
"JP1442","fortis small",11.6366666666667,11.0333333333333,9.68333333333333,3
"JP1443","fortis large",12.98,12.41,10.6,0
"JP1444","fortis large",12.61,12.02,9.8,0
"JP1445","fortis small",10.4,9.47,8.58,0
"JP1446","fortis small",11.21,10.9,9.55,0
"JP1447","fortis small",10.84,10.7175,9.13,3
"JP1448","fortis large",12.68,11.94,9.54,0
"JP1449","fortis small",10.69,9.37,8.17,0
"JP1450","fortis small",11.64,11.13,9.66,0
"JP1451","fortis small",10.23,11.02,10.11,0
"JP1452","fortis large",12.09,12.63,11.6,0
"JP1453","fortis small",10.78,10.15,9.26,0
"JP1454","fortis small",12,11.5,10.01,0
"JP1455","fortis large",11.755,12.86,10.8,1
"JP1456","fortis small",10.96,10.61,8.9,0
"JP1457","fortis large",12.81,13.76,11.54,0
"JP1458","fortis large",13.0633333333333,13.5633333333333,11.9366666666667,3
"JP1459","fortis large",13.21,12.67,10.62,0
"JP1460","fortis small",11.1,10.25,8.51,0
"JP1461","fortis large",12.39,11.92,10.03,0
"JP1462","fortis small",10.865,10.425,9.055,1
"JP1463","fortis small",11.17,11.21,9.95,0
"JP1464","fortis small",12.17,10.62,9.07,0
"JP1465","fortis small",11.1975,10.305,8.63,5
"JP1466","fortis small",12.04,10.69,9.82,0
"JP1467","fortis large",12.07,12.02,10.64,0
"JP1468","magnirostris",16.17,18.67,14.56,0
"JP1469","fortis small",11.51,10.52,9.03,0
"JP1470","fortis large",13.13,13.43,11.53,0
"JP1471","magnirostris",14.78,17.33,13.73,0
"JP1472","fortis small",11.43,9.84,9.02,0
"JP1473","fortis small",11.41,10.65,9.05,0
"JP1474","fortis small",11.68,10.66,9.23,0
"JP1475","fortis small",10.47,9.98,8.57,0
"JP1476","fortis large",12.13,11.96,10.1,0
"JP1477","fortis small",10.87,10.14,8.8,0
"JP1478","fortis small",11.97,11.12,10.13,3
"JP1479","fortis large",13.05,14.4,12.57,0
"JP1480","fortis small",11.43,9.72,8.99,0
"JP1481","fortis small",12.24,11.39,9.8,0
"JP1482","fortis small",11.74,10.61,9,0
"JP1483","fortis small",10.66,9.98,9.18,0
"JP1484","fortis large",14.62,14.55,12.61,0
"JP1485","fortis small",11.51,10.63,9.05,0
"JP1495","fortis small",11.67,10.39,9.21,0
"JP1496","fortis large",12.76,12.88,10.93,0
"JP1497","fortis small",10.31,10.58,9.28,0
"JP1498","fortis small",10.85,11.85,10.12,0
"JP1501","fortis small",11.08,10.82,9.54,0
"JP1502","fortis small",10.73,9.82,9.46,0
"JP1503","fortis small",11.06,11.06,9.67,0
"JP1504/P568","fortis large",12.0025,11.4975,10.2175,6
"JP1510","fortis small",10.15,9.84,8.78,0
"JP1529","fortis small",11.185,10.92,9.355,1
"JP1530","fortis small",10.61,11.24,9.2,0
"JP1531","fortis small",11.9,10.69,8.72,0
"JP1534","magnirostris",15.85,16.69,14.02,0
"JP1535","fortis small",11.05,9.33,9.03,0
"JP170","fuliginosa",9.38,7.2,6.7,0
"JP171","fuliginosa",8.26,6.67,6.56,0
"JP1714","fortis small",10.97,10.255,9.06,4
"JP1715","fortis small",11.5,9.94,9.32,0
"JP1716","magnirostris",13.93,15.64,12.6,0
"JP1717/P694","fortis large",13.1125,13.415,11.085,3
"JP1718","fortis large",12.95,13.41,11.63,0
"JP1719","fortis large",12.61,12.49,10.74,0
"JP172","fuliginosa",8.07,6.78,6.71,0
"JP1720","fortis small",11.6,10.09,8.79,0
"JP1721","fortis small",11.25,10.7,9.76,0
"JP1722","fortis large",12.04,12.56,10.71,0
"JP1723","fortis large",12.85,13.23,11.72,0
"JP1724","fortis large",14.4,15.04,12.78,0
"JP1725","fortis small",10.3,10.12,8.96,0
"JP1726","fortis small",11.5477777777778,11.3855555555556,9.71111111111111,6
"JP1727","fortis small",11.28,10.36,9.64,0
"JP1728","fortis small",10.02,9.35,8.22,0
"JP1729","fortis small",11.8871428571429,11.28,9.92428571428571,6
"JP173","fuliginosa",8.75,7.15,6.74,0
"JP1730","fortis small",10.6,10.14,8.86,0
"JP1731","fortis large",12.75,13.4366666666667,11.21,2
"JP1732/P797","fortis large",13.77,13.57,12.2,1
"JP1733","fortis small",11.14,10.72,9.52,0
"JP1736","fortis small",11.9,10.3,9.22,0
"JP1737","fortis large",12.09,11.6,10.66,0
"JP1738","fortis small",11.71,10.69,9.2,0
"JP1739","fortis small",12.5325,11.7775,9.6475,2
"JP174","fuliginosa",8.64,7.27,6.99,0
"JP1740","fortis large",13.7766666666667,13.13,11.32,3
"JP1741","fortis small",10.98,9.86,8.31,1
"JP1742","fortis small",12.24,11.34,9.31,0
"JP1743","fortis small",10.98,10.18,8.73,0
"JP1744","fortis small",11.16,9.8,8.36,0
"JP1745","fortis small",11.645,10.24,8.405,1
"JP1746","fortis large",12.7,12.02,10.55,0
"JP1747","fortis small",11.29,9.845,8.955,1
"JP1748","fortis small",11.53,11.76,10.03,0
"JP1749","fortis large",12.8,11.74,10.515,4
"JP175","fuliginosa",9.1,7.21,6.81,0
"JP1750","fortis large",13.17,13.3,11.695,1
"JP1752","fortis small",11.14,10.25,8.98,0
"JP1753","fortis small",10.88,12.19,10.21,0
"JP1754","fortis large",13.66,13.62,11.76,0
"JP1755","fortis small",11.87,11.79,9.69,0
"JP1756","fortis large",13.16,12.46,10.57,0
"JP1757","fortis small",11.04,10.88,9.25,0
"JP176","fuliginosa",8.51,7.86,7.49,0
"JP1762","fortis small",11.83,10.57,9.54,0
"JP1763","fortis large",13.88,14.29,11.68,0
"JP1764","fortis small",11.46,11.06,9.26,0
"JP1765","fortis small",10.67,9.48,8.16,0
"JP1766","fortis small",11.32,10.39,8.72,0
"JP1767","fortis small",12.31,10.2,8.56,0
"JP1768","fortis large",13.08,13.4,11.31,0
"JP177","fuliginosa",8.42,7.3,6.72,0
"JP1774","fortis large",12.95,12.62,11.17,0
"JP1775","fortis small",12.07,11.22,9.69,0
"JP1777","fortis large",13.13,14.2,11.69,0
"JP1778","fortis small",11.58,10.31,9.14,0
"JP1779","fortis large",12.81,13.94,12.07,0
"JP178","fuliginosa",7.95,7.02,6.86,1
"JP1780","fortis small",11.14,11.13,9.87,0
"JP1783","fortis large",12.9,11.61,9.73,0
"JP1784","fortis small",10.79,10.355,9.16,3
"JP1785","fortis large",13.65,14.97,12.79,0
"JP1786","fortis small",12,10.53,9.08,0
"JP179","fuliginosa",8.845,7.3975,7.1825,1
"JP180","fuliginosa",8.43,7.17,7.2,0
"JP181","fuliginosa",9.1,7.67,7.04,0
"JP190","fuliginosa",8.65,6.93,6.75,0
"JP191","fuliginosa",8.21,7.3,6.94,0
"JP192","fuliginosa",9.04,7.41,6.87,0
"JP193","fuliginosa",8.52,7.05,7.13,0
"JP194","fuliginosa",8.4,6.96,7.04,0
"JP195","fuliginosa",8.7,7.21,7.02,0
"JP196","fuliginosa",8.18,7.37,6.9,0
"JP197","fuliginosa",8.01666666666667,7.04,6.70333333333333,1
"JP198","fuliginosa",8.42,7.15,6.82,0
"JP199","fuliginosa",8.15,7.26,7.07,0
"JP200","fuliginosa",9.62,7.52,7.55,0
"JP201","fuliginosa",8.03,7.02,6.71,0
"JP207","fuliginosa",8.31,6.8,6.86,0
"JP208","fuliginosa",8.22,7.26,6.8,0
"JP209","fuliginosa",8.67666666666667,6.96333333333333,6.64333333333333,1
"JP210","fuliginosa",9.26,7.51,7.19,0
"JP211","fuliginosa",8.92,7.35,7.12,0
"JP212","fuliginosa",8.2,7.22,6.55,0
"JP213","fuliginosa",8.75,7.48,7.37,0
"JP221","fuliginosa",8.65,6.79,6.72,0
"JP222","fortis small",10.23,8.95,8.58,0
"JP223","fuliginosa",8.47,7.13,6.86,0
"JP224","fuliginosa",9.39,7.33,7.3,1
"JP225","fuliginosa",7.96,6.73,6.52,3
"JP226","fuliginosa",8.8,7.15,7.13,0
"JP227","fuliginosa",8.45,7.34,6.94,0
"JP229","fortis small",10.1,8.81,8.42,0
"JP2303","fortis large",11.78,12.03,10.7,0
"JP2307","fortis small",10.1,10.49,9.11,0
"JP2309","fortis small",11.97,11.47,9.67,0
"JP231","fuliginosa",9.06,6.91,6.98,0
"JP2311","fortis large",12.59,13.07,10.3,0
"JP2312","fortis small",11.86,10.89,9.48,0
"JP2316","fortis large",13.78,14.16,12.59,0
"JP2317","fortis small",11.23,11.19,9.6,0
"JP2319","fortis small",10.78,10.31,8.86,0
"JP2320","fortis small",10.135,11.075,8.915,3
"JP2323","fortis large",13.02,13.07,11.04,0
"JP2324","fortis large",11.57,12.47,10.34,0
"JP2330","fortis large",11.74,13,10.5,0
"JP2333","fortis large",11.95,12.46,10.07,0
"JP2335","fortis small",11.75,11.85,10.58,0
"JP2336","fortis small",10.99,11.18,9.44,0
"JP2337","fortis small",12.4,11.69,9.9,0
"JP2339","fortis small",10.81,11.1,9.86,0
"JP2340","fortis small",10.96,10.876,9.531686177,6
"JP2341","magnirostris",14,16.92,13.7,0
"JP2348","fortis small",11.29,11.8,9.46,0
"JP2349","fortis small",11.51,10.49,9.43,0
"JP2350","fortis small",12.27,11.21,9.7,0
"JP2351","fortis small",11.24,11.1,9.27,0
"JP2354","fortis large",13.63,14.755,11.965,1
"JP2357","fortis small",10.93,11.56,10.22,1
"JP2359","fortis small",11.82,11.92,10.3,0
"JP2363","fortis small",10.2,10.865,9.57,4
"JP2365","fortis large",13.01,13.77,11.48,0
"JP2368","fortis small",10.26,10.64,9.07,0
"JP2371","magnirostris",16.22,18.41,15.1,0
"JP2372","fortis small",12.57,11.21,9.9,0
"JP2375","fortis small",11.47,10.75,9.75,0
"JP2378","fortis large",12.23,12.87,10.81,0
"JP2381","fortis large",11.815,12.53,10.965,1
"JP2383","fortis small",11.06,10.41,9.3125,4
"JP2384","fortis large",11.87,12.53,10.28,0
"JP2388","fortis small",10.53,10.83,9.14,0
"JP2389","fortis large",12.05,12.9,10.78,0
"JP2391","fortis small",11.25,10.77,9.51,0
"JP2397","fortis small",11.5133333333333,11.08,9.41666666666667,3
"JP2399","fortis large",12.95,13.56,11.29,0
"JP2402","fortis small",11.65,11.76,10.64,0
"JP2403","scandens",13.645,8.025,7.82,4
"JP2407","fortis large",13.4966666666667,13.55,11.5633333333333,2
"JP2408","fortis small",11.62,11.77,10.57,0
"JP2409","fortis large",13.165,13.255,11.27,2
"JP2410","fortis small",11.36,10.69,9.11,0
"JP2415","scandens",14.0566666666667,9.40666666666667,8.12,4
"JP2416","fortis small",11.19,10.8766666666667,9.37,3
"JP2417","fortis small",10.58,10.685,9,3
"JP2418","fortis large",12.64,12.13,10.75,0
"JP2420","fortis small",11.58,9.845,8.92,4
"JP2421","fortis small",11.31,10.73,9.46,0
"JP2422","fortis large",12.38,12.195,10.37,2
"JP2423","magnirostris",14.71,16.13,14.15,0
"JP2424","fortis small",11.48,11.5,10.8,0
"JP2425","fortis large",11.42,12.1,10.75,0
"JP2427","magnirostris",14.12,15.9,13.25,0
"JP2428","fortis small",10.53,10.66,9.08,0
"JP2430","fortis small",11.11,11.1,9.37,0
"JP2432","fortis large",12.75,13.44,11.25,0
"JP2438","fortis large",12.94,14.16,12.15,0
"JP2439","fortis small",11.5,11.32,9.19,0
"JP2441","fortis small",11.2433333333333,11.3333333333333,9.31666666666667,3
"JP2442","fortis small",11.89,11.3,9.45,0
"JP2457","fortis small",12.05,11.59,9.86,0
"JP2460","fortis small",12.13,11,9.32,0
"JP2461","fortis small",11.99,11.41,10.06,0
"JP2462","fortis small",12.06,9.47,8.17,0
"JP2479","scandens",13.72,8.22,7.67,0
"JP2482","fortis small",10.93,10.46,9.05,0
"JP2483","fortis small",9.89,9.22,8.17,0
"JP2484","fortis small",10.35,10.07,8.76,0
"JP2486","fortis small",12.09,10.76,9.835,7
"JP2487","scandens",14.8,8.28,8,0
"JP2488","scandens",14,8.83,7.91,0
"JP2489","scandens",13.33,9.64,8.92,2
"JP2490","scandens",14.11,8.83,8.4,0
"JP2491","fortis small",10.58,10.61,9.42,0
"JP2492","fortis large",12.99,14.27,11.82,0
"JP2493","fortis small",11.92,10.56,9.29,0
"JP2496","fortis large",12.56,13.21,11.59,0
"JP2497","fortis small",12.34,10.27,9.1,0
"JP2499","fortis large",12.31,12.76,10.68,0
"JP2501","fortis large",12.48,12.29,10.87,0
"JP2502","fortis large",12.28,12.5,10.85,0
